STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,13.473368,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,12.651458,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,RUS,Russia,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,3.9018815,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,4.9047508,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,3.8876505,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,7.6328006,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,18.971491,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,11.534143,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,26.244146,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,8.6709108,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,3.3489783,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,21.686447,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISL,Iceland,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,4.9701262,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,9.5618649,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,23.107422,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,13.002306,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,4.9646525,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ZAF,South Africa,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,24.314138,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,5.5976176,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,4.9451364,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ARG,Argentina,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,2.6063054,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,8.4443388,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,11.567558,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,3.5719082,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,6.5260057,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,2.2222223,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,1.455767,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,3.2062099,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,13.310574,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,5.95192,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,15.128231,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,5.0565214,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,4.4893913,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IDN,Indonesia,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,5.3941393,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,16.904181,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,27.494831,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,10.190528,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,5.9070907,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,25.603188,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,11.006683,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,8.03549,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,3.5323641,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,2.6420186,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,3.9351821,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,17.018631,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,5.7057652,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,5.8801355,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2011,,4.6913176,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,RUS,Russia,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,12.972667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,6.2270846,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,7.0801582,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ZAF,South Africa,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,8.3665342,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,41.526943,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,4.8817148,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,4.33461,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,6.4090776,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,12.16558,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,7.0058346,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,2.3532271,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,3.8990486,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,6.1524777,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,10.214662,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,6.2285686,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IDN,Indonesia,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,3.9665527,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,22.862886,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,21.543779,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,16.746975,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,10.542744,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,5.6079311,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,9.0939903,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,10.524541,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,25.073339,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,2.5457234,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,3.3639522,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,4.0161648,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,5.69208,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,25.463341,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,G20,G20,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,4.4195633,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,6.8509007,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CRI,Costa Rica,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,8.6502008,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,4.0155025,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ISR,Israel,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,10.204288,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,8.6473989,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,5.9790287,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,3.6776431,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,9.8794184,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,COL,Colombia,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,7.2980094,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,10.602593,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,3.4334509,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,8.6938677,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2012,,6.623353,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,2.8470342,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,G20,G20,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2012,,8.6337226,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2016,,2.7302911,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OAVG,OECD - Average,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2016,,5.0027468,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ZAF,South Africa,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,22.129869,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2016,,9.3241167,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,8.3023195,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2016,,2.9688365,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2016,,11.915845,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NOR,Norway,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,3.4498107,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,6.3753114,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2016,,4.3551898,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,UNEMPEDU,Unemployment rates by education level,TRY,Tertiary,PC_25_64,% of 25-64 year-olds,A,Annual,2016,,2.6014979,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,UNEMPEDU,Unemployment rates by education level,BUPPSRY,Below upper secondary,PC_25_64,% of 25-64 year-olds,A,Annual,2016,,5.4138594,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,30.765247,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,UNEMPEDU,Unemployment rates by education level,UPPSRY_NTRY,"Upper secondary, non-tertiary",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,8.8056116,,A,,,,,,,
